episode,speakers,emotions,utterances,triggers
utterance_1454,"['Monica', 'Joey', 'Joey', 'Monica', 'Joey', 'Monica', 'Joey', 'Monica', 'Joey', 'Monica']","['joy', 'neutral', 'neutral', 'surprise', 'disgust', 'anger', 'disgust', 'fear', 'neutral', 'disgust']","[""Hey! Where \x91ya headin' in those pants? 1982?"", 'Oh Monica, listen, I ah, I saw down at the hardware store, they got those designer tiles on sale.', 'If you ever want to redo the bathroom floor.', ""Why, what's wrong with my bathroom floor?"", ""Nothing. It's just old and dingy, that's all."", 'I highly doubt that.', 'Oh yeah. If you ah, move your hamper, you see what color the tile used to be.  Yeah.', ""I can't live like this! What are we gonna do? What are we gonna do?"", 'Relax. Here hold this . This old stuff just comes right off.', ""That's a little more than I wanted to see.""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
utterance_1455,"['Monica', 'Joey', 'Joey', 'Monica', 'Joey', 'Monica', 'Joey', 'Monica', 'Joey', 'Monica', 'Joey']","['joy', 'neutral', 'neutral', 'surprise', 'disgust', 'anger', 'disgust', 'fear', 'neutral', 'disgust', 'surprise']","[""Hey! Where \x91ya headin' in those pants? 1982?"", 'Oh Monica, listen, I ah, I saw down at the hardware store, they got those designer tiles on sale.', 'If you ever want to redo the bathroom floor.', ""Why, what's wrong with my bathroom floor?"", ""Nothing. It's just old and dingy, that's all."", 'I highly doubt that.', 'Oh yeah. If you ah, move your hamper, you see what color the tile used to be.  Yeah.', ""I can't live like this! What are we gonna do? What are we gonna do?"", 'Relax. Here hold this . This old stuff just comes right off.', ""That's a little more than I wanted to see."", 'Aw!']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
utterance_1456,"['Monica', 'Joey', 'Joey', 'Monica', 'Joey', 'Monica', 'Joey', 'Monica', 'Joey', 'Monica', 'Joey', 'Joey', 'Joey']","['joy', 'neutral', 'neutral', 'surprise', 'disgust', 'anger', 'disgust', 'fear', 'neutral', 'disgust', 'surprise', 'surprise', 'joy']","[""Hey! Where \x91ya headin' in those pants? 1982?"", 'Oh Monica, listen, I ah, I saw down at the hardware store, they got those designer tiles on sale.', 'If you ever want to redo the bathroom floor.', ""Why, what's wrong with my bathroom floor?"", ""Nothing. It's just old and dingy, that's all."", 'I highly doubt that.', 'Oh yeah. If you ah, move your hamper, you see what color the tile used to be.  Yeah.', ""I can't live like this! What are we gonna do? What are we gonna do?"", 'Relax. Here hold this . This old stuff just comes right off.', ""That's a little more than I wanted to see."", 'Aw!', 'Look at that, every inch of this stuff is glued down.', ""It'd take forever to pry this up.""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
utterance_1457,"['Monica', 'Joey', 'Joey', 'Monica', 'Joey', 'Monica', 'Joey', 'Monica', 'Joey', 'Monica', 'Joey', 'Joey', 'Joey', 'Joey']","['joy', 'neutral', 'neutral', 'surprise', 'disgust', 'anger', 'disgust', 'fear', 'neutral', 'disgust', 'surprise', 'surprise', 'joy', 'neutral']","[""Hey! Where \x91ya headin' in those pants? 1982?"", 'Oh Monica, listen, I ah, I saw down at the hardware store, they got those designer tiles on sale.', 'If you ever want to redo the bathroom floor.', ""Why, what's wrong with my bathroom floor?"", ""Nothing. It's just old and dingy, that's all."", 'I highly doubt that.', 'Oh yeah. If you ah, move your hamper, you see what color the tile used to be.  Yeah.', ""I can't live like this! What are we gonna do? What are we gonna do?"", 'Relax. Here hold this . This old stuff just comes right off.', ""That's a little more than I wanted to see."", 'Aw!', 'Look at that, every inch of this stuff is glued down.', ""It'd take forever to pry this up."", 'You should ah, you should just leave it.']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
utterance_1458,"['Monica', 'Joey', 'Joey', 'Monica', 'Joey', 'Monica', 'Joey', 'Monica', 'Joey', 'Monica', 'Joey', 'Joey', 'Joey', 'Joey', 'Monica']","['joy', 'neutral', 'neutral', 'surprise', 'disgust', 'anger', 'disgust', 'fear', 'neutral', 'disgust', 'surprise', 'surprise', 'joy', 'neutral', 'anger']","[""Hey! Where \x91ya headin' in those pants? 1982?"", 'Oh Monica, listen, I ah, I saw down at the hardware store, they got those designer tiles on sale.', 'If you ever want to redo the bathroom floor.', ""Why, what's wrong with my bathroom floor?"", ""Nothing. It's just old and dingy, that's all."", 'I highly doubt that.', 'Oh yeah. If you ah, move your hamper, you see what color the tile used to be.  Yeah.', ""I can't live like this! What are we gonna do? What are we gonna do?"", 'Relax. Here hold this . This old stuff just comes right off.', ""That's a little more than I wanted to see."", 'Aw!', 'Look at that, every inch of this stuff is glued down.', ""It'd take forever to pry this up."", 'You should ah, you should just leave it.', ""I can't leave it! You gouged a hole in my dingy floor.""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
utterance_1459,"['Phoebe', 'Monica', 'All', 'Joey', 'Phoebe']","['neutral', 'anger', 'joy', 'neutral', 'surprise']","['Hi.', 'Hi!', 'Hey!', 'Uh, Pheebs, about your mom...', 'Yeah?']","[0.0, 0.0, 0.0, 1.0, 0.0]"
utterance_1460,"['Phoebe', 'Monica', 'All', 'Joey', 'Phoebe', 'Joey', 'Phoebe']","['neutral', 'anger', 'joy', 'neutral', 'surprise', 'neutral', 'joy']","['Hi.', 'Hi!', 'Hey!', 'Uh, Pheebs, about your mom...', 'Yeah?', ""How's that going?"", 'So great. Oh, we took a nap today and my Mom fell asleep on my tummy and purred.']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
utterance_1461,"['Phoebe', 'Monica', 'All', 'Joey', 'Phoebe', 'Joey', 'Phoebe', 'Joey', 'Monica']","['neutral', 'anger', 'joy', 'neutral', 'surprise', 'neutral', 'joy', 'neutral', 'surprise']","['Hi.', 'Hi!', 'Hey!', 'Uh, Pheebs, about your mom...', 'Yeah?', ""How's that going?"", 'So great. Oh, we took a nap today and my Mom fell asleep on my tummy and purred.', ""That's so sweet.  I'm gonna get some coffee."", ""Huh? What'd ya say Joe? I'll be right there.""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
utterance_1462,"['Phoebe', 'Monica', 'All', 'Joey', 'Phoebe', 'Joey', 'Phoebe', 'Joey', 'Monica', 'Rachel', 'Phoebe']","['neutral', 'anger', 'joy', 'neutral', 'surprise', 'neutral', 'joy', 'neutral', 'surprise', 'neutral', 'neutral']","['Hi.', 'Hi!', 'Hey!', 'Uh, Pheebs, about your mom...', 'Yeah?', ""How's that going?"", 'So great. Oh, we took a nap today and my Mom fell asleep on my tummy and purred.', ""That's so sweet.  I'm gonna get some coffee."", ""Huh? What'd ya say Joe? I'll be right there."", 'Pheebs...', 'I just feel so, uhh.....']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
utterance_1463,"['Phoebe', 'Monica', 'All', 'Joey', 'Phoebe', 'Joey', 'Phoebe', 'Joey', 'Monica', 'Rachel', 'Phoebe', 'Rachel']","['neutral', 'anger', 'joy', 'neutral', 'surprise', 'neutral', 'joy', 'neutral', 'surprise', 'neutral', 'neutral', 'joy']","['Hi.', 'Hi!', 'Hey!', 'Uh, Pheebs, about your mom...', 'Yeah?', ""How's that going?"", 'So great. Oh, we took a nap today and my Mom fell asleep on my tummy and purred.', ""That's so sweet.  I'm gonna get some coffee."", ""Huh? What'd ya say Joe? I'll be right there."", 'Pheebs...', 'I just feel so, uhh.....', 'All right!!']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
utterance_1464,"['Rachel', 'Joey', 'Joey']","['surprise', 'joy', 'surprise']","['Really?! You think that will work?', ""Absolutely! And if it doesn't, can I get the extra ticket?"", 'What the heck is that?']","[0.0, 0.0, 0.0]"
utterance_1465,"['Joey', 'Phoebe', 'Phoebe', 'Phoebe', 'Phoebe', 'Phoebe']","['joy', 'joy', 'joy', 'joy', 'joy', 'neutral']","[""Hey, Pheebs! It's Joey!"", 'Hey, Joey!', 'Hey!', 'Ooh!', 'Ooh!', 'I just say someone on the\x97that looks just like you on the subway.']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
utterance_1466,"['Joey', 'Phoebe', 'Phoebe', 'Phoebe', 'Phoebe', 'Phoebe', 'Phoebe']","['joy', 'joy', 'joy', 'joy', 'joy', 'neutral', 'joy']","[""Hey, Pheebs! It's Joey!"", 'Hey, Joey!', 'Hey!', 'Ooh!', 'Ooh!', 'I just say someone on the\x97that looks just like you on the subway.', ""And I was gonna go over and say \x91hi!' but then I figured, he doesn't care if he looks like you.""]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
utterance_1467,"['Joey', 'Phoebe', 'Phoebe', 'Phoebe', 'Phoebe', 'Phoebe', 'Phoebe', 'Joey']","['joy', 'joy', 'joy', 'joy', 'joy', 'neutral', 'joy', 'neutral']","[""Hey, Pheebs! It's Joey!"", 'Hey, Joey!', 'Hey!', 'Ooh!', 'Ooh!', 'I just say someone on the\x97that looks just like you on the subway.', ""And I was gonna go over and say \x91hi!' but then I figured, he doesn't care if he looks like you."", 'That just cost me four bucks. But uh listen, I just called to see how the chick and the duck are doing?']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
utterance_1468,"['Joey', 'Phoebe', 'Phoebe', 'Phoebe', 'Phoebe', 'Phoebe', 'Phoebe', 'Joey', 'Phoebe', 'Joey']","['joy', 'joy', 'joy', 'joy', 'joy', 'neutral', 'joy', 'neutral', 'joy', 'joy']","[""Hey, Pheebs! It's Joey!"", 'Hey, Joey!', 'Hey!', 'Ooh!', 'Ooh!', 'I just say someone on the\x97that looks just like you on the subway.', ""And I was gonna go over and say \x91hi!' but then I figured, he doesn't care if he looks like you."", 'That just cost me four bucks. But uh listen, I just called to see how the chick and the duck are doing?', ""Ohh, they're having a"", ""Kinda, but I've just been having way too much fun.""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
utterance_1469,"['Joey', 'Phoebe', 'Phoebe', 'Phoebe', 'Phoebe', 'Phoebe', 'Phoebe', 'Joey', 'Phoebe', 'Joey', 'Phoebe']","['joy', 'joy', 'joy', 'joy', 'joy', 'neutral', 'joy', 'neutral', 'joy', 'joy', 'surprise']","[""Hey, Pheebs! It's Joey!"", 'Hey, Joey!', 'Hey!', 'Ooh!', 'Ooh!', 'I just say someone on the\x97that looks just like you on the subway.', ""And I was gonna go over and say \x91hi!' but then I figured, he doesn't care if he looks like you."", 'That just cost me four bucks. But uh listen, I just called to see how the chick and the duck are doing?', ""Ohh, they're having a"", ""Kinda, but I've just been having way too much fun."", ""So you're not homesick yet?""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
utterance_1470,"['Joey', 'Phoebe', 'Phoebe', 'Phoebe', 'Phoebe', 'Phoebe', 'Phoebe', 'Joey', 'Phoebe', 'Joey', 'Phoebe', 'Joey']","['joy', 'joy', 'joy', 'joy', 'joy', 'neutral', 'joy', 'neutral', 'joy', 'joy', 'surprise', 'neutral']","[""Hey, Pheebs! It's Joey!"", 'Hey, Joey!', 'Hey!', 'Ooh!', 'Ooh!', 'I just say someone on the\x97that looks just like you on the subway.', ""And I was gonna go over and say \x91hi!' but then I figured, he doesn't care if he looks like you."", 'That just cost me four bucks. But uh listen, I just called to see how the chick and the duck are doing?', ""Ohh, they're having a"", ""Kinda, but I've just been having way too much fun."", ""So you're not homesick yet?"", ""No, I don't think so.""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
utterance_1471,"['Joey', 'Phoebe', 'Phoebe', 'Phoebe', 'Phoebe', 'Phoebe', 'Phoebe', 'Joey', 'Phoebe', 'Joey', 'Phoebe', 'Joey', 'Phoebe']","['joy', 'joy', 'joy', 'joy', 'joy', 'neutral', 'joy', 'neutral', 'joy', 'joy', 'surprise', 'neutral', 'joy']","[""Hey, Pheebs! It's Joey!"", 'Hey, Joey!', 'Hey!', 'Ooh!', 'Ooh!', 'I just say someone on the\x97that looks just like you on the subway.', ""And I was gonna go over and say \x91hi!' but then I figured, he doesn't care if he looks like you."", 'That just cost me four bucks. But uh listen, I just called to see how the chick and the duck are doing?', ""Ohh, they're having a"", ""Kinda, but I've just been having way too much fun."", ""So you're not homesick yet?"", ""No, I don't think so."", 'All right, the seven of us miss you.']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
utterance_1472,"['Joey', 'Ross', 'Emily', 'Liam', 'Emily']","['neutral', 'neutral', 'neutral', 'surprise', 'joy']","['No.', ""You'll see."", ""Liam, do me a favour. Tell the lads to go easy on Ross, it's his first time."", ""You don't say!"", 'Good luck, babe.']","[0.0, 0.0, 0.0, 0.0, 1.0]"
utterance_1473,"['Joey', 'Ross', 'Emily', 'Liam', 'Emily', 'Liam']","['neutral', 'neutral', 'neutral', 'surprise', 'joy', 'joy']","['No.', ""You'll see."", ""Liam, do me a favour. Tell the lads to go easy on Ross, it's his first time."", ""You don't say!"", 'Good luck, babe.', 'Ross! Ross! Come on! Get in here!  Ross! Come on!']","[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
utterance_1474,"['Joey', 'Ross', 'Emily', 'Liam', 'Emily', 'Liam', 'Liam']","['neutral', 'neutral', 'neutral', 'surprise', 'joy', 'joy', 'anger']","['No.', ""You'll see."", ""Liam, do me a favour. Tell the lads to go easy on Ross, it's his first time."", ""You don't say!"", 'Good luck, babe.', 'Ross! Ross! Come on! Get in here!  Ross! Come on!', 'Ross, come on! Get in the bloody scrum! Ross, get in!']","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
utterance_1475,"['Joey', 'Ross', 'Emily', 'Liam', 'Emily', 'Liam', 'Liam', 'Ross']","['neutral', 'neutral', 'neutral', 'surprise', 'joy', 'joy', 'anger', 'joy']","['No.', ""You'll see."", ""Liam, do me a favour. Tell the lads to go easy on Ross, it's his first time."", ""You don't say!"", 'Good luck, babe.', 'Ross! Ross! Come on! Get in here!  Ross! Come on!', 'Ross, come on! Get in the bloody scrum! Ross, get in!', 'JOEY!!!!!!']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
utterance_1476,"['Joey', 'Ross', 'Joey', 'Ross']","['anger', 'neutral', 'anger', 'joy']","['Come on! Admit it! That was the best nap you ever had!', ""I've had better."", 'Okay! When?!', 'All right! All right! It was the best nap ever!']","[0.0, 0.0, 0.0, 1.0]"
utterance_1477,"['Joey', 'Ross', 'Joey', 'Ross', 'Joey', 'Ross']","['anger', 'neutral', 'anger', 'joy', 'anger', 'anger']","['Come on! Admit it! That was the best nap you ever had!', ""I've had better."", 'Okay! When?!', 'All right! All right! It was the best nap ever!', 'Uh-huh!', ""I've said it! Okay?! But it's over Joey!""]","[0.0, 0.0, 0.0, 0.0, 1.0, 1.0]"
utterance_1478,"['Joey', 'Ross', 'Joey', 'Ross', 'Joey', 'Ross', 'Joey', 'Ross']","['anger', 'neutral', 'anger', 'joy', 'anger', 'anger', 'anger', 'neutral']","['Come on! Admit it! That was the best nap you ever had!', ""I've had better."", 'Okay! When?!', 'All right! All right! It was the best nap ever!', 'Uh-huh!', ""I've said it! Okay?! But it's over Joey!"", 'I want to do it again.', 'We']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
utterance_1479,"['Joey', 'Ross', 'Joey', 'Ross', 'Joey', 'Ross', 'Joey', 'Ross', 'Joey']","['anger', 'neutral', 'anger', 'joy', 'anger', 'anger', 'anger', 'neutral', 'neutral']","['Come on! Admit it! That was the best nap you ever had!', ""I've had better."", 'Okay! When?!', 'All right! All right! It was the best nap ever!', 'Uh-huh!', ""I've said it! Okay?! But it's over Joey!"", 'I want to do it again.', 'We', 'Why not?']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
utterance_1480,"['Joey', 'Ross', 'Joey']","['anger', 'neutral', 'neutral']","['Fine! Do you want something to drink?', 'Sure, what do you got?', 'Warm milk and']","[0.0, 1.0, 0.0]"
utterance_1481,"['Phoebe', 'Rachel', 'Phoebe']","['neutral', 'neutral', 'anger']","['Are you okay?', 'I need some milk.', ""Ok, I've got milk  Here you go...  Oh! Better?""]","[0.0, 1.0, 0.0]"
utterance_1482,"['Phoebe', 'Rachel', 'Phoebe', 'Rachel']","['neutral', 'neutral', 'anger', 'sadness']","['Are you okay?', 'I need some milk.', ""Ok, I've got milk  Here you go...  Oh! Better?"", 'No...']","[0.0, 0.0, 0.0, 0.0]"
utterance_1483,"['Phoebe', 'Rachel', 'Phoebe', 'Rachel', 'Phoebe']","['neutral', 'neutral', 'anger', 'sadness', 'surprise']","['Are you okay?', 'I need some milk.', ""Ok, I've got milk  Here you go...  Oh! Better?"", 'No...', ""I'm so embarrassed, I'm the one he hit on!""]","[0.0, 0.0, 0.0, 0.0, 1.0]"
utterance_1484,"['Phoebe', 'Rachel', 'Phoebe', 'Rachel', 'Phoebe', 'Rachel']","['neutral', 'neutral', 'anger', 'sadness', 'surprise', 'neutral']","['Are you okay?', 'I need some milk.', ""Ok, I've got milk  Here you go...  Oh! Better?"", 'No...', ""I'm so embarrassed, I'm the one he hit on!"", 'Pheebs, if I had never met him this never would have happened!']","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
utterance_1485,"['Phoebe', 'Rachel', 'Phoebe', 'Rachel', 'Phoebe', 'Rachel', 'Phoebe']","['neutral', 'neutral', 'anger', 'sadness', 'surprise', 'neutral', 'sadness']","['Are you okay?', 'I need some milk.', ""Ok, I've got milk  Here you go...  Oh! Better?"", 'No...', ""I'm so embarrassed, I'm the one he hit on!"", 'Pheebs, if I had never met him this never would have happened!', ""I'm so sorry! No I'm sorry! No I'm sorry! No I'm sorry!""]","[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0]"
utterance_1486,"['Phoebe', 'Rachel', 'Phoebe', 'Rachel', 'Phoebe', 'Rachel', 'Phoebe', 'Phoebe']","['neutral', 'neutral', 'anger', 'sadness', 'surprise', 'neutral', 'sadness', 'surprise']","['Are you okay?', 'I need some milk.', ""Ok, I've got milk  Here you go...  Oh! Better?"", 'No...', ""I'm so embarrassed, I'm the one he hit on!"", 'Pheebs, if I had never met him this never would have happened!', ""I'm so sorry! No I'm sorry! No I'm sorry! No I'm sorry!"", 'No, wait, oh, what are we sorry about?']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]"
utterance_1487,"['Phoebe', 'Rachel', 'Phoebe', 'Rachel', 'Phoebe', 'Rachel', 'Phoebe', 'Phoebe', 'Rachel']","['neutral', 'neutral', 'anger', 'sadness', 'surprise', 'neutral', 'sadness', 'surprise', 'sadness']","['Are you okay?', 'I need some milk.', ""Ok, I've got milk  Here you go...  Oh! Better?"", 'No...', ""I'm so embarrassed, I'm the one he hit on!"", 'Pheebs, if I had never met him this never would have happened!', ""I'm so sorry! No I'm sorry! No I'm sorry! No I'm sorry!"", 'No, wait, oh, what are we sorry about?', ""I don't know...right, he's the pig!""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]"
utterance_1488,"['Phoebe', 'Rachel', 'Phoebe', 'Rachel', 'Phoebe', 'Rachel', 'Phoebe', 'Phoebe', 'Rachel', 'Phoebe']","['neutral', 'neutral', 'anger', 'sadness', 'surprise', 'neutral', 'sadness', 'surprise', 'sadness', 'disgust']","['Are you okay?', 'I need some milk.', ""Ok, I've got milk  Here you go...  Oh! Better?"", 'No...', ""I'm so embarrassed, I'm the one he hit on!"", 'Pheebs, if I had never met him this never would have happened!', ""I'm so sorry! No I'm sorry! No I'm sorry! No I'm sorry!"", 'No, wait, oh, what are we sorry about?', ""I don't know...right, he's the pig!"", 'Such a pig!']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
